复旦大学	钟扬：为高原留下科学的种子_复旦人物_复旦大学	http://news.fudan.edu.cn/2014/0904/36771.html
搜狐网	复旦研究生院院长钟扬：青年成才的三个重要品质_搜狐教育_搜狐网	http://www.sohu.com/a/193200203_372526
NDTD	钟扬教授与我校学子畅谈求学和学术之路	http://zs.njust.edu.cn/0b/bd/c4621a134077/page.htm
NDTD	钟　扬	http://www.nsfc.gov.cn/publish/portal0/tab348/info43522.htm
央视网(cctv.com)	钟扬_大型活动_央视网(cctv.com)	http://zmjs.cntv.cn/jszb/shanghai/zhongyang/index.shtml
网易新闻	在“世界屋脊”寻觅生命高度——追记植物学家钟扬_网易新闻	http://news.163.com/17/0929/22/CVHJUN8K00018AOQ.html
NDTD	说好再见的我的朋友……再见，钟扬教授！	http://baijiahao.baidu.com/s?id=1579539133783916481&wfr=spider&for=pc
NDTD	钟扬——生物学专家	http://www.zgkjcx.com/Article/ShowArticle.asp?ArticleID=8160
NDTD	悼念钟扬教授！为什么他的课我终身不忘？	http://baijiahao.baidu.com/s?id=1579706030783540384&wfr=spider&for=pc
科学出版社的博文	科学网—原创的，就是世界的——钟扬教授专访 - 科学出版社的博文	http://blog.sciencenet.cn/blog-528739-862070.html
微信网文	追忆著名植物学家、复旦大学教授钟扬——那个为人类寻觅种子的人，那个为未来保存希望的人	http://mp.weixin.qq.com/s/SL-yAf8Qu_fVVJkZ3mZ1OA
微信网文	钟伯伯，您永远活在我们心中	http://mp.weixin.qq.com/s/VwapMGNBbbved8fnUWfidQ
微信网文	悼钟扬教授	http://mp.weixin.qq.com/s/fAQ93qPwT2CQ4SK_F_ucVQ
微信网文	追忆著名植物学家、复旦大学教授钟扬——那个为人类寻觅种子的人，那个为未来保存希望的人	http://mp.weixin.qq.com/s/SL-yAf8Qu_fVVJkZ3mZ1OA
cjn.cn	植物学家钟扬去世 他曾在武汉植物园找到了路和家_首页武汉_新闻中心_长江网_cjn.cn	http://news.cjn.cn/sywh/201709/t3078726.htm?from=timeline
他应该是科研大师中最会讲段子的科普达人了	送别钟扬（二）|他应该是科研大师中最会讲段子的科普达人了	http://mp.weixin.qq.com/s/hUXEusynjxJIOfx50RFxhg
情系科大	【情系科大】钟扬同学二三事	http://mp.weixin.qq.com/s/j0hz0gclEPlAvA1xAHot_w
央视网(cctv.com)	[东方新闻]上海：收集种子播种未来 各界送别钟扬_新闻频道_央视网(cctv.com)	http://news.cctv.com/2017/09/29/VIDE2IzDrjrWQOzgItd1ohj0170929.shtml
搜狐网	不是杰出者才做梦，而是善梦者才杰出——沉痛哀悼钟扬教授_搜狐科技_搜狐网	http://www.sohu.com/a/194501327_732304
央视网	《好人在身边》 20170212 播种未来_好人在身边_视频_央视网	http://tv.cntv.cn/video/C31526/1ed89264b1533de1d490706a0a4e5c44
腾讯视频	播种未来_钟扬教授_ 复旦大学哲学课堂／哲学时代_腾讯视频	https://v.qq.com/x/page/u0353v8mgts.html
The Paper	植物学家钟扬遗体告别仪式在宁夏举行，复旦师生折千纸鹤悼念_浦江头条_澎湃新闻-The Paper	http://m.thepaper.cn/newsDetail_forward_1811263?from=groupmessage&isappinstalled=0
微信网文	纪念恩师钟扬教授	http://mp.weixin.qq.com/s/0iNjiWRnjfLsNLzN40h1tw
微信网文	今日聚焦：这些科学家的价值，无可估量！与艺人相比，谁更应配专职司机和保镖？值得反思……	http://mp.weixin.qq.com/s/h0RzK05CuS2Ban3JGgEnBg
搜狐网	再见，钟扬！红树渐已成林，而你却已远行_搜狐时尚_搜狐网	http://www.sohu.com/a/195725337_486483
